Current (A),CosPhi (Units),Energy Consumption (kWh),Reactive Energy (VARh),Voltage (V)
6.44599,0.98652,0.71833,912.73103,224.15957
16.63575,0.9655,1.61855,2359.33458,222.87415
4.81874,0.98892,0.81825,709.45448,222.79238
15.87738,0.97346,1.71123,2133.53147,221.66046
43.40932,0.93574,4.78934,5673.63329,220.58946
217.34715,0.84508,26.84803,24403.30818,219.87883
22.68564,0.97383,2.51705,2972.51083,219.81427
1.96503,0.99629,0.31292,215.27498,220.49699
3.93719,0.99348,0.69808,524.69402,220.01831
5.01706,0.99558,0.54714,593.99633,220.38897
18.92106,0.97273,2.17078,2435.86775,220.71482
3.67584,0.99226,0.51178,510.00184,219.51874
32.07891,0.9788,3.9213,3567.31359,219.01576
22.00025,0.97175,2.41637,2677.44931,219.50611
26.86708,0.9619,2.80977,3276.05958,219.98168
23.71198,0.97099,2.54266,3054.14078,221.69376
27.23897,0.9437,3.22322,4032.72323,222.22524
57.08636,0.88385,5.83139,8069.75315,223.63218
18.70419,0.96439,1.85983,2493.42399,223.5321
21.02603,0.96224,2.50245,2901.82048,222.98729
28.71583,0.93171,2.80245,4276.23043,222.99023
22.72878,0.9551,2.70019,3193.87007,222.49682
22.53188,0.95901,2.41134,3160.62887,223.07117
24.54486,0.95194,2.61064,3425.527,223.20642
41.084,0.89614,4.3807,6185.68697,224.02973
36.63986,0.9223,4.13642,5139.08601,221.7362
31.53103,0.94157,3.03167,4290.56601,224.10568
38.97931,0.92868,4.41898,5313.31282,223.31077
55.41925,0.91275,5.79661,7430.28131,221.22912
48.51181,0.93545,5.78245,6041.42607,220.05738
6.79712,0.99349,0.90439,806.42394,220.84071
2.26336,0.99446,0.34695,322.00997,220.63865
49.07583,0.96068,5.9833,5575.58853,219.65633
4.04066,0.99407,0.54108,534.39372,220.36705
12.54807,0.98059,1.44309,1566.05568,221.43022
7.5952,0.98967,0.86567,946.57572,220.17432
11.22375,0.98585,1.18213,1318.74101,220.21428
95.28305,0.86062,10.99403,12392.6332,220.60864
139.40342,0.81129,16.12658,17772.44488,222.07614
132.51875,0.76951,15.8882,17240.38278,221.1531
29.82283,0.92665,3.05466,4335.65753,223.29514
13.48506,0.98009,1.34873,1739.56931,223.08847
18.12278,0.96421,1.91033,2499.32176,222.40457
16.14905,0.96085,1.67267,2334.99756,223.22635
19.92484,0.94735,2.13934,3045.20914,222.27931
31.88444,0.9074,3.16622,4934.73414,222.87426
29.65558,0.92234,2.99427,4372.03137,222.61321
22.32491,0.93306,2.31855,3440.78969,222.45949
31.66477,0.9029,3.14381,5051.92043,223.06739
13.87925,0.97251,1.40094,1899.56484,222.66054
15.73329,0.9521,1.95945,2480.31186,222.6752
26.67931,0.93861,2.6855,3888.69821,222.48902
132.19938,0.77853,14.10922,18022.1077,221.89491
124.49675,0.80435,13.46164,16457.00108,223.13168
112.27166,0.82485,13.17189,14557.72704,221.67507
130.44781,0.78011,15.22847,17353.97017,222.87041
127.50993,0.78425,14.44787,16859.87305,221.99423
62.87043,0.87527,6.90663,8652.6618,223.00816
38.17872,0.91787,3.69072,5677.85214,221.8352
35.34252,0.90213,3.2583,5461.64456,221.60763
29.49632,0.93065,2.91861,4280.78402,221.75324
15.81135,0.94514,2.05311,2575.35565,221.53101
22.15833,0.95346,2.13208,3114.4511,222.58888
17.98203,0.94498,1.94066,2671.34862,222.60012
27.34958,0.94029,2.50786,3905.72752,222.82951
11.23263,0.97554,1.40397,1584.68696,222.86833
33.07174,0.89368,3.35148,5116.17543,223.40073
15.86497,0.94983,1.72453,2525.12355,222.97921
12.24372,0.97681,1.33767,1660.25459,222.80675
16.43691,0.96028,1.6223,2428.0224,223.07518
35.14791,0.91353,3.36319,4906.97918,222.36028
29.13154,0.91285,2.92077,4507.3991,222.73469
9.20649,0.98132,1.25566,1285.07187,222.25761
23.44471,0.94958,2.40892,3241.75951,222.49712
12.37163,0.97492,1.66397,1746.50395,222.16963
10.56525,0.97728,1.42028,1550.44179,223.39648
13.25045,0.96797,1.77286,1837.28491,222.36381
18.19651,0.95476,1.85191,2718.30539,223.32381
28.89411,0.90075,2.83827,4775.64387,223.04192
36.14143,0.90235,3.5387,5490.51327,222.31972
21.87244,0.94909,2.26248,3084.96799,221.17071
36.26685,0.92984,3.64323,4947.07267,220.79875
18.64459,0.94607,1.99658,2891.0894,221.06824
25.20195,0.91921,2.68905,3946.18861,221.34674
14.61656,0.97729,1.46992,2096.64741,222.19711
13.05152,0.97266,1.35173,2046.40431,222.65584
20.18821,0.96561,1.24995,3030.90103,222.17505
10.35999,0.98097,1.04248,1421.84958,221.95804
40.80184,0.89905,4.15367,6064.63289,222.40992
41.20008,0.88863,4.42953,6294.79205,223.00804
25.88593,0.93435,2.54291,4088.21668,222.58586
18.59955,0.95714,2.21798,2600.29613,223.66529
21.98671,0.95,2.41652,3262.59633,223.36998
29.73846,0.90221,3.07408,4698.47425,223.13108
31.62529,0.92335,3.11347,4978.93687,223.60933
14.68593,0.98066,1.34977,1902.24211,223.66011
20.27777,0.95677,2.00495,2875.81566,222.2988
19.78267,0.95254,1.9542,3068.32272,223.06678
11.43201,0.97446,1.37683,1703.88124,223.17704
14.43212,0.96881,1.74617,2098.41399,222.10064
96.0102,0.85575,9.62366,12173.56183,220.40614
202.34573,0.80942,24.08109,23696.15251,219.90127
195.38759,0.82673,23.71208,22376.81345,219.17107
215.528,0.83973,27.18094,23937.63528,218.84893
201.86138,0.84213,25.11575,22637.64068,219.86827
215.98557,0.84231,26.707,24033.31543,220.16
192.69238,0.80798,22.91731,22827.86003,220.67333
191.33405,0.79599,22.588,22685.78815,220.66418
198.13421,0.81401,24.31606,23046.54194,220.16125
175.33848,0.77541,20.56012,21866.2575,220.56079
169.35828,0.76726,19.82411,13739.03126,220.29437
138.06463,0.80359,15.19044,11073.53904,221.87825
73.79549,0.8264,7.88517,7283.96096,222.55328
51.76262,0.90817,5.64586,4759.46875,222.48193
78.85869,0.82317,8.25911,7179.65622,221.91133
55.91588,0.87101,6.1132,5465.17186,223.44719
42.21034,0.88632,4.65969,4374.68749,222.74026
36.65545,0.89432,4.3358,4331.41405,224.03136
23.3247,0.93894,2.59778,2563.4922,223.30368
30.02512,0.93191,3.40423,2977.35938,222.01178
29.64937,0.94249,2.77988,2555.23438,221.51319
32.06832,0.9382,3.12912,2742.86718,221.51907
36.97245,0.90293,3.67034,3640.89846,221.79147
34.63406,0.91954,3.95514,3578.30466,223.3612
156.99577,0.7741,17.33356,12988.76564,220.98091
175.93244,0.77311,20.98994,14208.78904,219.77734
206.35482,0.81515,24.36758,15285.58591,219.79201
206.63706,0.82794,25.53411,15521.23443,219.73199
88.49037,0.91618,10.57733,6751.23433,219.77362
0.0,1.0,0.05812,1.875,220.55799
0.0,1.0,0.05812,1.875,220.68044
0.0,1.0,0.05812,1.875,220.05765
0.0,1.0,0.05812,1.875,220.28958
0.0,1.0,0.05812,1.875,220.78333
0.0,1.0,0.05812,1.875,220.92096
0.0,1.0,0.05812,1.875,220.50408
0.0,1.0,0.05812,1.875,221.75285
0.0,1.0,0.05812,1.875,222.00378
0.0,1.0,0.05812,1.875,222.47968
0.01776,0.99725,0.05812,1.875,223.09717
0.0,1.0,0.05812,1.875,222.59457
0.0,1.0,0.05812,1.875,223.14863
0.0,1.0,0.05812,1.875,223.87593
0.0,1.0,0.05812,1.875,223.84637
0.0,1.0,0.05812,1.875,221.49255
0.0,1.0,0.05812,1.875,221.66216
0.01808,0.99741,0.05812,1.875,222.08843
0.0,1.0,0.05812,1.875,222.56135
0.0,1.0,0.05812,1.875,220.82619
0.0,1.0,0.05812,1.875,219.6342
0.0,1.0,0.05812,1.875,219.31853
0.0,1.0,0.05812,1.875,219.00677
0.0,1.0,0.05812,1.875,221.41173
0.0,1.0,0.05812,1.875,221.61431
0.01637,0.99747,0.05812,1.875,221.46485
0.02434,0.99753,0.05812,1.875,219.89001
0.0,1.0,0.05812,1.875,220.21872
0.0,1.0,0.05812,1.875,220.4072
0.01839,0.99728,0.05812,1.875,221.36896
0.0,1.0,0.05812,1.875,221.49599
0.0,1.0,0.05812,1.875,221.84974
0.0,1.0,0.05812,1.875,222.8812
0.0,1.0,0.05812,1.875,223.29206
0.0,1.0,0.05812,1.875,223.06069
0.0,1.0,0.05812,1.875,222.62697
0.0,1.0,0.05812,1.875,223.14634
0.0,1.0,0.05812,1.875,222.77064
0.0,1.0,0.05812,1.875,223.82169
0.0,1.0,0.05764,1.85938,223.46068
0.0,1.0,0.05812,1.875,221.14295
0.0,1.0,0.05861,1.89063,221.80981
0.0,1.0,0.05764,1.85938,222.40324
0.0,1.0,0.05861,1.89063,221.32235
0.0,1.0,0.05812,1.875,219.00199
0.0,1.0,0.05812,1.875,220.08463
0.0,1.0,0.05812,1.875,220.05165
41.70764,0.9625,4.85477,3159.71874,219.39599
126.47256,0.91036,15.70675,9435.11719,219.38366
21.26208,0.96008,2.5072,1960.02342,221.15096
52.22288,0.9284,5.22105,3818.13284,220.69881
28.16729,0.98236,3.8172,2415.86719,219.04374
5.55803,0.9922,0.85586,671.78126,219.57297
3.50576,0.9906,0.39198,345.84375,220.65683
16.36865,0.98206,1.99511,1484.17186,221.33721
17.02137,0.96698,2.18452,1759.85155,221.73646
23.02773,0.93842,2.05598,2032.63282,223.75621
17.81384,0.96549,1.86422,1577.21874,222.72462
20.3068,0.96211,2.28114,1900.00783,223.1376
26.5707,0.94586,2.32545,2134.95313,223.58844
22.42142,0.95202,1.90369,1802.71877,222.44212
21.36707,0.95885,1.86286,1630.67189,221.58906
20.91826,0.95498,2.45842,2119.8828,222.38662
18.46535,0.96207,1.60789,1431.33595,223.0553
5.8739,0.98725,0.9282,779.80469,223.59334
19.1263,0.96472,1.80439,1569.14063,222.8288
25.10719,0.94993,2.516,2181.71874,221.32032
61.89312,0.89114,7.37422,5736.35941,220.70686
78.52535,0.93567,9.71681,5928.79685,219.20677
17.89477,0.97622,1.97928,1437.42189,219.54853
173.24503,0.85862,21.19183,13047.74995,220.02043
210.44521,0.8318,25.76908,15804.34371,220.06967
168.3625,0.84106,20.38969,12751.32036,219.59179
206.39107,0.82475,25.35595,15659.99215,220.46769
186.66829,0.79357,21.31983,14209.34374,219.36836
186.13142,0.80339,22.1657,14677.68749,219.65459
170.28474,0.77783,20.19833,13975.22656,220.19502
171.38081,0.7683,20.04877,13928.60936,221.51541
104.53435,0.85131,12.34461,8965.17972,222.35354
54.31944,0.87668,6.15848,5311.9922,221.31573
56.13922,0.89126,6.02014,5170.92186,222.34565
33.68535,0.92378,3.62178,3123.75001,222.92511
32.60409,0.92369,3.26591,2924.11719,223.45262
35.66978,0.92389,3.31169,3216.36719,222.23097
43.437,0.89717,4.47613,4151.18753,221.8382
18.55686,0.95503,2.00659,1905.4375,222.42996
35.37509,0.91508,3.08266,3153.65627,222.11263
28.73129,0.89803,2.94203,3118.73438,221.89241
40.93123,0.87692,3.76372,4060.53122,222.05363
32.59854,0.91305,3.01803,3347.81248,222.1152
38.30215,0.90832,3.86758,3624.77342,221.89894
71.66057,0.87337,7.56383,6297.03905,222.24038
53.25578,0.90414,5.60923,4516.3281,222.16479
81.24619,0.83093,9.01064,7517.96874,223.25911
71.20324,0.86398,8.03116,6576.85936,222.89972
74.13642,0.87926,8.1395,6527.92189,222.26154
79.95133,0.85315,8.35295,6861.71876,221.56134
51.30152,0.90029,5.78575,4855.2578,222.76335
18.99796,0.95977,2.13073,1956.75,223.30956
29.63233,0.92876,2.89586,2747.78126,223.1767
38.32798,0.88188,3.72914,3957.50781,222.93111
31.05661,0.90657,3.25141,3215.4375,222.29671
19.68154,0.95433,2.04397,1869.64842,222.11084
26.86185,0.93413,2.59147,2557.90624,222.90977
26.26352,0.91571,2.63061,2969.34375,223.16674
27.60701,0.92188,2.50991,2547.96873,223.23318
22.81096,0.93886,2.65558,2657.24999,222.62437
24.09678,0.93571,3.02173,2780.50001,221.88572
28.33729,0.93439,2.56631,2482.45312,223.06074
18.66948,0.9564,1.94264,1902.0156,223.66052
29.7002,0.92258,2.82494,2845.1875,223.06402
37.1927,0.90363,3.13031,3174.87499,223.54117
47.76641,0.84167,4.6078,5186.2656,223.50144
27.26695,0.93052,2.74848,2747.06249,223.37758
20.47601,0.95834,1.85375,1808.53125,223.67442
31.42151,0.9124,2.93477,3171.01561,222.81484
15.66288,0.95306,1.81392,1873.53124,223.08746
39.29522,0.90449,3.53842,3453.09374,223.53727
37.86186,0.88051,3.68328,3905.98435,222.91319
35.00256,0.89399,3.71356,4011.01562,223.35069
24.6283,0.92761,2.50081,2566.96874,222.18676
50.34341,0.87144,5.03494,4852.17186,221.713
30.70955,0.91442,3.25083,3260.62498,223.5869
28.1321,0.92366,2.64267,2690.56251,221.57553
36.17615,0.90721,3.67105,3673.76563,221.15328
25.53425,0.93445,2.3635,2513.56249,222.33243
32.2731,0.90132,3.3162,3402.17188,222.35828
25.55853,0.92746,2.8855,2743.15623,221.81299
44.38026,0.8958,4.56656,4430.96874,222.41688
62.18807,0.84183,6.71355,6346.89061,221.8087
50.0169,0.88303,5.53747,5002.51563,221.96369
42.58556,0.87985,4.28136,4341.99999,223.15251
43.1879,0.90449,3.67769,3588.90627,222.81491
27.84986,0.91957,2.88597,3035.03125,223.10401
27.66572,0.92191,2.92637,2771.9687,223.81575
35.43872,0.92075,3.59553,3503.3281,221.91133
40.51947,0.88683,4.14364,4051.12499,221.54935
37.54108,0.90989,3.65519,3634.95311,222.85883
55.39817,0.84405,5.78486,5645.21876,222.74827
144.40746,0.76988,16.63623,12583.74995,220.45393
198.66027,0.78379,23.47856,15010.98442,219.27424
199.03397,0.81347,23.66745,14920.54689,218.45701
212.00471,0.83847,25.96648,15664.0,219.19436
209.41708,0.83105,25.67594,15397.12503,218.27025
212.89532,0.85376,25.77019,15295.06248,220.37776
212.48173,0.8492,26.38303,15530.50001,219.92444
184.36659,0.84372,22.68433,13844.14066,219.18113
185.45452,0.83289,21.89028,13655.68747,218.30904
175.02038,0.81324,21.04306,13748.53119,219.00951
157.03004,0.78208,17.24648,12302.04683,220.35898
152.56285,0.76351,17.0137,12812.79683,221.05942
120.69441,0.75279,12.84753,11130.51562,222.20092
111.35919,0.7488,12.33711,10936.79685,222.68688
101.8737,0.80402,11.11706,9270.50003,221.55042
60.16577,0.87626,6.59078,5697.84373,221.50281
64.867,0.83737,7.00306,6314.42184,223.8123
52.53088,0.85208,5.45275,5418.37497,222.74088
67.64821,0.83049,6.81334,6541.14062,223.25812
64.13455,0.82703,6.53689,6397.5,223.04313
70.3413,0.83668,7.36477,6692.29687,221.8041
57.19341,0.86511,5.96903,5505.35936,222.15062
62.72799,0.83762,6.34161,6071.04688,221.81025
83.68774,0.7987,8.68033,8180.73437,222.89808
179.46681,0.75759,19.68314,14076.06251,220.027
205.40258,0.85155,26.24061,15163.07818,218.92551
234.24817,0.86864,29.33592,16506.93753,218.81864
222.15949,0.84961,27.88381,16048.15626,219.69922
216.17295,0.84061,26.7985,15759.90634,220.06621
153.46546,0.90228,19.36367,11136.39069,219.77223
202.38299,0.82646,24.64119,15101.00002,221.08654
193.29138,0.80407,23.3878,14913.39068,221.18617
215.0434,0.85306,26.66105,15576.21883,219.27862
187.63367,0.81899,23.20211,14401.14068,221.62323
179.03383,0.78198,20.51672,14075.96871,220.86536
126.13675,0.77688,15.39267,11454.34376,221.78417
59.6143,0.87446,6.57653,5603.67187,222.72275
66.32764,0.82536,7.00175,6815.17188,223.24744
43.04224,0.87833,4.42789,4294.21876,223.67396
52.30279,0.8578,5.17052,5228.67186,223.93601
52.91731,0.86502,5.26166,5230.95315,222.05251
50.09991,0.8836,4.88848,4757.67185,222.94962
30.08685,0.9361,3.17003,2837.70311,222.85309
42.47248,0.90173,4.24255,3984.04688,223.51983
44.49617,0.90288,4.47448,4121.29691,222.70868
40.51533,0.89722,4.38366,4206.14062,223.49933
45.81706,0.8876,4.70159,4516.75003,222.81882
48.8641,0.86826,5.16908,4714.48438,221.4291
169.38511,0.7609,18.64925,13747.59375,220.78195
221.59547,0.84227,26.80284,15957.06255,218.56672
152.51487,0.90277,18.80783,10795.78125,218.88914
221.02834,0.84787,27.16734,15904.57822,219.24443
215.72972,0.84082,26.09642,15520.43743,218.89665
199.65121,0.85079,24.60064,14458.35944,218.96022
202.03543,0.81649,23.84992,15018.92194,220.48813
185.16123,0.79469,22.35412,14494.92189,218.62275
167.28888,0.84392,20.53197,12582.89061,218.06061
183.31876,0.78939,21.5943,14073.81257,218.46112
168.7688,0.79748,18.93409,13094.65631,219.5017
116.63879,0.83612,13.17828,9537.34367,221.55636
31.85689,0.92036,3.39791,2973.92188,222.72634
60.94727,0.81647,6.05942,6367.71876,223.59332
54.17001,0.83868,5.454,5671.62498,224.03195
44.97239,0.8896,4.33336,4285.15625,222.85486
32.49704,0.89966,3.26016,3351.34373,222.94157
31.19211,0.9341,3.1718,3029.03124,223.59842
27.08358,0.93643,2.61183,2555.79687,223.24603
23.56654,0.9375,2.55506,2470.03127,223.78564
36.44977,0.90337,3.2977,3414.8594,222.50199
25.36536,0.93077,2.78091,2755.21872,221.37015
33.28909,0.91004,3.38556,3352.81247,221.02464
43.66344,0.89532,4.33731,4056.56252,222.41858
164.74015,0.75199,18.88809,13698.89056,219.85244
215.50725,0.82265,25.68136,15715.57813,218.78662
225.39171,0.84964,27.17967,15903.42183,217.93938
226.0597,0.85754,27.97273,16040.60938,217.59479
86.98347,0.93444,10.93497,6498.98436,218.99042
185.93583,0.88847,22.96678,13190.65624,220.19811
224.67838,0.85274,27.88877,16221.57817,220.73963
173.68086,0.83233,20.86122,13100.29692,218.66399
214.852,0.83495,26.04648,15521.96873,218.37419
172.11042,0.80333,20.33817,13417.51566,218.76914
163.36096,0.77143,19.68597,13651.1875,219.27423
151.93918,0.78108,17.85859,12952.0625,221.62169
57.96748,0.87815,5.612,5037.03127,220.9449
111.68532,0.79403,11.2023,9580.35933,221.53762
51.29113,0.89718,4.85708,4481.93751,221.86473
35.80037,0.91963,3.21311,3045.10938,222.18342
46.48836,0.8831,4.4215,4403.40623,222.36179
38.0462,0.90069,3.67825,3771.42185,222.81772
18.65097,0.94795,2.07825,1901.0625,222.76016
45.33943,0.88851,4.42295,4356.50001,222.24533
43.70814,0.89324,4.33422,4300.71875,223.57154
34.52777,0.91507,3.49481,3167.03125,223.56448
39.02372,0.91964,3.72344,3401.53126,223.33014
37.40597,0.91108,4.09877,3728.57813,221.48075
165.66232,0.76168,17.89736,13371.18753,219.75094
206.0113,0.81291,24.55289,15239.65624,218.15826
165.02053,0.83108,12.291445,7644.20312,207.24877
0.0,1.0,0.03,48.75,217.94694
0.0,1.0,0.03,48.75,217.77606
0.0,1.0,0.03,48.75,219.1374
0.02247,0.99743,0.03,48.75,220.61942
0.0,1.0,0.03,48.75,221.12956
0.0,1.0,0.03,48.75,219.66131
0.0,1.0,0.03,48.75,220.68746
0.0,1.0,0.03,48.75,221.37229
0.0,1.0,0.03,48.75,221.28942
0.0,1.0,0.03,48.75,222.72311
0.0,1.0,0.03,48.75,223.42403
0.03146,0.99459,0.03,48.75,223.99778
0.0,1.0,0.03,48.75,223.09314
0.0,1.0,0.03,48.75,222.37949
0.0,1.0,0.03,48.75,223.11517
0.0,1.0,0.03,48.75,223.19546
0.0,1.0,0.03,48.75,224.1273
0.0,1.0,0.03,48.75,223.2263
0.0,1.0,0.03,48.75,223.95116
0.0,1.0,0.03,48.75,223.33467
0.0,1.0,0.03,48.75,222.6793
0.0,1.0,0.03,48.75,222.02943
0.0,1.0,0.03,48.75,221.74683
0.02111,0.99734,0.03,48.75,221.30712
0.0,1.0,0.03,48.75,221.00791
0.0,1.0,0.03,48.75,222.06642
0.0,1.0,0.03,48.75,221.48567
0.0,1.0,0.03,48.75,222.10242
0.0,1.0,0.03,48.75,222.72241
0.0,1.0,0.03,48.75,222.48551
0.01715,1.0,0.03,48.75,222.35539
0.02377,0.99728,0.03,48.75,221.82985
0.0,1.0,0.03,48.75,222.4013
0.0,1.0,0.03,48.75,222.37212
0.0,1.0,0.03,48.75,222.44556
0.0,1.0,0.03,48.75,221.95592
0.0,1.0,0.03,48.75,223.09387
0.0,1.0,0.03,48.75,223.10605
0.01816,0.99728,0.03,48.75,222.29116
0.0,1.0,0.03,48.75,223.32048
0.0,1.0,0.03,48.75,223.4807
0.0,1.0,0.03,48.75,223.57274
0.0,1.0,0.03,48.75,223.43486
0.0,1.0,0.0295,47.9375,223.17653
0.0,1.0,0.03,48.75,223.85636
0.02375,0.99744,0.03,48.75,223.9075
0.0,1.0,0.03,48.75,223.47789
0.0,1.0,0.03,48.75,223.23629
0.0,1.0,0.03,48.75,223.12789
0.0,1.0,0.03,48.75,223.49555
0.0,1.0,0.03,48.75,222.73585
0.0,1.0,0.03,48.75,222.46422
0.0,1.0,0.03,48.75,223.61382
0.0,1.0,0.03,48.75,223.70557
0.0,1.0,0.03,48.75,223.47964
0.0,1.0,0.03,48.75,223.15966
0.0,1.0,0.03,48.75,222.5159
0.0,0.99728,0.03,48.75,222.26802
0.02013,0.99733,0.03,48.75,221.63784
0.0,1.0,0.03,48.75,221.63374
0.0,1.0,0.03,48.75,221.78115
0.0,1.0,0.03,48.75,222.82054
0.0,1.0,0.03,48.75,223.14411
0.0,0.99739,0.03,48.75,222.19423
0.0,1.0,0.03,48.75,222.43783
0.01916,0.9975,0.03,48.75,222.4221
0.01625,1.0,0.03,48.75,222.58705
0.0,1.0,0.03,48.75,222.33664
0.02347,0.9974,0.03,48.75,221.91868
0.0,1.0,0.03,48.75,220.74215
0.0,1.0,0.03,48.75,219.14571
0.0,1.0,0.03,48.75,219.85926
0.0,1.0,0.03,48.75,219.44492
0.0,1.0,0.03,48.75,218.97935
0.0,1.0,0.03,48.75,219.72329
0.0,1.0,0.03,48.75,220.65812
0.0,1.0,0.03,48.75,219.12638
0.0,1.0,0.03,48.75,218.00897
0.0,1.0,0.03,48.75,217.96463
0.0,1.0,0.03,48.75,218.70725
11.97514,0.9759,1.20105,1025.60936,220.67597
105.12667,0.77445,11.63787,9994.23436,221.09362
72.61536,0.86806,7.89425,6731.67186,222.42839
50.31551,0.89138,5.4583,4754.75001,223.18599
42.38379,0.91967,4.91147,4147.70314,222.76498
48.8313,0.89412,4.19644,3968.85935,223.4337
40.21031,0.8819,4.423,4616.4375,223.1367
40.6345,0.88645,4.2468,4136.76565,222.83637
57.6292,0.86403,6.02095,5410.21877,221.90799
42.80638,0.87947,4.42597,4380.32808,221.36021
46.42672,0.87756,4.85289,4620.0937,221.70257
38.81079,0.91064,4.46848,4200.74998,223.48259
60.39118,0.85016,6.34889,5833.65628,221.92916
168.40059,0.75851,19.36428,13920.10936,219.91466
206.79898,0.82161,24.89584,15378.51559,218.47795
213.64386,0.87424,26.4382,15191.29687,218.16227
225.184,0.85826,28.26642,16120.8906,219.28505
213.6864,0.83725,27.1428,15793.7813,219.37565
191.15742,0.83808,24.00395,14296.4844,219.2038
180.26883,0.80622,21.7927,13915.35931,220.82439
187.79483,0.79141,22.50364,14627.82813,220.1936
206.04553,0.82926,25.7295,15421.34379,219.27181
191.05469,0.80592,22.36244,14433.6406,220.62841
159.94401,0.76439,19.07778,13541.03124,221.29836
115.28279,0.77772,13.41522,10458.96869,221.2984
47.46052,0.85973,5.40934,5267.87498,222.22284
56.01611,0.87995,5.94234,5405.42184,222.75032
69.76369,0.82669,7.32852,6907.57811,222.9158
60.20961,0.86019,6.35512,5641.31247,222.45657
43.36927,0.8889,4.65205,4420.09374,222.79386
44.73817,0.87316,4.76681,4765.45312,222.26058
38.67968,0.88693,4.06031,4109.43747,222.64816
41.96049,0.89439,4.56989,4383.64061,222.68297
47.42958,0.87605,4.80561,4626.96873,223.44871
37.77497,0.90141,3.66997,3718.31249,223.16638
51.06258,0.86298,4.89237,4986.20312,220.93152
50.36144,0.9106,4.89577,4051.46876,221.38382
157.20875,0.75441,17.58434,13359.09376,219.98773
210.45872,0.83416,25.92039,15652.95314,219.03528
229.13523,0.85748,28.0783,16027.0468,218.21452
221.40649,0.84986,26.66952,15648.68743,218.79705
213.92573,0.83044,26.115,15321.24998,217.89492
219.0266,0.84777,27.42034,15936.95318,219.59355
201.68816,0.8218,25.03644,15328.59375,221.38816
202.4199,0.82167,23.95091,15043.93753,220.00977
215.9553,0.84484,27.23538,15893.875,220.5714
198.61341,0.81312,23.94905,14951.51557,221.3359
191.15393,0.78457,22.22394,14809.3281,222.05885
136.31999,0.77663,15.47394,11582.04686,221.36001
47.00095,0.91171,4.62561,3931.81249,222.22544
48.7572,0.86873,5.02695,4953.20312,222.2551
49.18916,0.86805,5.36348,5173.3125,223.24858
43.34552,0.89303,3.87416,4044.60937,223.72537
37.21788,0.92082,3.25537,3220.43751,222.38124
36.73482,0.90756,3.83141,3685.17187,221.83846
14.09864,0.97739,1.47523,1281.57812,222.09019
25.1113,0.94115,2.58636,2512.50002,222.53535
17.35111,0.96183,1.84744,1799.18749,222.77684
22.75614,0.93623,2.26214,2380.73437,222.87132
19.92926,0.96458,2.11628,1898.39063,223.45816
54.34451,0.8991,5.98181,5040.12495,222.25299
199.26692,0.80244,23.81431,15557.01563,221.20187
231.2498,0.86243,28.78455,16361.18753,219.21271
229.29661,0.86695,28.50391,16030.98435,218.24676
223.41955,0.84475,27.55795,15791.37492,217.82971
206.81165,0.86714,25.3192,14719.75,219.25413
222.60206,0.85336,27.6615,15986.99998,219.81441
204.49461,0.82358,25.12145,15327.12495,220.27998
199.07721,0.81923,24.09422,15044.79683,220.0721
211.47011,0.83305,25.55017,15425.78125,219.40044
192.12507,0.82043,23.06005,14664.90625,219.86348
152.25444,0.77443,18.05066,12897.06251,221.286
104.89934,0.82041,11.86447,9196.4687,222.28628
33.7293,0.92051,3.76447,3362.92188,222.91115
16.23845,0.96144,1.77542,1761.54688,221.88272
38.33291,0.92094,3.81558,3533.95308,221.45762
38.34936,0.91154,3.73628,3493.70314,222.55291
37.9469,0.89756,3.57552,3772.24999,222.14028
30.99623,0.92177,2.97548,2788.65625,223.40894
26.42085,0.93908,2.52006,2544.82812,222.22836
27.19561,0.92032,3.26989,3165.73438,222.72636
35.6254,0.91545,3.59016,3457.65625,222.18325
30.38568,0.92984,3.17277,2781.12499,222.42017
24.22913,0.9429,2.3607,2470.57811,221.93782
38.32755,0.91224,3.26288,3116.3125,221.4083
157.56512,0.76904,17.57994,13218.06248,221.47002
199.57866,0.81251,24.46941,15464.29689,220.09905
206.43213,0.8198,24.70241,15189.20306,218.91435
200.31787,0.81826,24.28525,15332.12499,220.54444
212.1287,0.83775,25.83011,15555.65616,220.6615
215.9136,0.84276,27.00377,16023.57805,220.70492
181.89212,0.79721,21.28277,13974.4688,221.46332
184.1437,0.77953,21.7995,14530.12499,219.76943
166.74867,0.79235,20.34691,13738.24996,219.78733
169.85886,0.77635,19.78783,13824.64057,221.50037
165.63758,0.7751,18.71208,13590.32807,221.49289
142.09997,0.76559,17.35209,13493.26562,221.51643
46.93232,0.90258,4.76997,4227.4219,222.01224
42.99326,0.90562,5.25959,5043.8125,222.8314
28.74015,0.9335,2.97453,2886.82811,223.76487
44.12472,0.88654,4.25289,4228.96873,223.17445
41.64867,0.88688,4.15953,4125.45308,221.85117
38.5253,0.89146,3.92019,3911.73437,223.03608
18.16937,0.96448,1.88534,1824.46874,222.19022
28.15761,0.94287,2.70142,2561.17186,222.49563
42.04235,0.90186,3.40666,3463.06248,223.59146
34.47706,0.90077,3.21359,3375.21873,222.99854
9.0877,0.98317,1.14953,999.67187,223.28647
27.73911,0.9336,2.90739,2736.0781,222.70563
157.28991,0.76791,18.14183,13261.48434,222.47903
172.80789,0.77547,20.76752,14534.68748,222.36183
176.7328,0.78591,20.43811,14201.24997,222.35789
