metric,value,model
recall,0.3333333333333333,cnn
recall,0.0,cnn
recall,0.3333333333333333,cnn
recall,0.2222222222222222,cnn
recall,0.0,cnn
recall,0.2857142857142857,cnn
recall,0.2,cnn
recall,0.2,cnn
recall,0.14285714285714285,cnn
recall,0.5,cnn
recall,0.6,cnn
recall,0.0,cnn
recall,0.5,cnn
recall,0.25,cnn
recall,0.25,cnn
recall,0.2,cnn
recall,0.3333333333333333,cnn
recall,0.3333333333333333,cnn
recall,0.0,cnn
recall,0.25,cnn
recall,0.5,cnn
recall,0.2,cnn
recall,0.25,cnn
recall,0.5,cnn
recall,0.4,cnn
recall,0.14285714285714285,cnn
recall,0.4,cnn
recall,0.25,cnn
recall,0.0,cnn
recall,0.5714285714285714,cnn
recall,0.25,cnn
recall,0.75,cnn
recall,0.3333333333333333,cnn
recall,0.0,cnn
recall,0.2857142857142857,cnn
recall,0.3333333333333333,cnn
recall,0.0,cnn
recall,0.3333333333333333,cnn
recall,0.375,cnn
recall,0.16666666666666666,cnn
recall,0.5,cnn
recall,0.16666666666666666,cnn
recall,0.5,cnn
recall,1.0,cnn
recall,0.3333333333333333,cnn
recall,0.25,cnn
recall,0.25,cnn
recall,0.16666666666666666,cnn
recall,0.4,cnn
recall,0.0,cnn
recall,0.0,cnn
recall,0.2857142857142857,cnn
recall,0.3333333333333333,cnn
recall,0.0,cnn
recall,0.25,cnn
recall,0.0,cnn
recall,0.2857142857142857,cnn
recall,0.14285714285714285,cnn
recall,0.0,cnn
recall,0.25,cnn
recall,0.14285714285714285,cnn
recall,0.3333333333333333,cnn
recall,0.4,cnn
recall,0.5,cnn
recall,0.0,cnn
recall,0.0,cnn
recall,0.16666666666666666,cnn
recall,0.14285714285714285,cnn
recall,0.2222222222222222,cnn
recall,0.25,cnn
recall,0.0,cnn
recall,0.16666666666666666,cnn
recall,0.5,cnn
recall,0.2857142857142857,cnn
recall,0.3,cnn
recall,0.2,cnn
recall,0.2,cnn
recall,0.6666666666666666,cnn
recall,0.36363636363636365,cnn
recall,0.25,cnn
recall,0.25,cnn
recall,0.5,cnn
recall,0.2,cnn
recall,0.0,cnn
recall,0.5555555555555556,cnn
recall,0.3333333333333333,cnn
recall,0.5,cnn
recall,0.0,cnn
recall,0.3333333333333333,cnn
recall,0.4,cnn
recall,0.3333333333333333,cnn
recall,0.0,cnn
recall,0.0,cnn
recall,0.25,cnn
recall,0.0,cnn
recall,0.0,cnn
recall,0.0,cnn
recall,0.3333333333333333,cnn
recall,0.25,cnn
recall,0.0,cnn
recall,0.25,cnn
recall,0.25,cnn
recall,0.0,cnn
recall,0.16666666666666666,cnn
recall,0.2857142857142857,cnn
recall,0.3333333333333333,cnn
recall,0.0,cnn
recall,0.2222222222222222,cnn
recall,0.5,cnn
recall,0.5,cnn
recall,0.14285714285714285,cnn
recall,0.5,cnn
recall,0.2857142857142857,cnn
recall,0.25,cnn
recall,0.2,cnn
recall,0.1111111111111111,cnn
recall,0.2857142857142857,cnn
recall,0.0,cnn
recall,0.3333333333333333,cnn
recall,0.0,cnn
recall,0.125,cnn
recall,0.3,cnn
recall,0.625,cnn
recall,0.3333333333333333,cnn
recall,0.3333333333333333,cnn
recall,0.5,cnn
recall,0.75,cnn
recall,0.25,cnn
recall,0.0,cnn
recall,0.3333333333333333,cnn
recall,0.5,cnn
recall,0.0,cnn
recall,0.0,cnn
recall,0.16666666666666666,cnn
recall,0.5555555555555556,cnn
recall,0.1111111111111111,cnn
recall,0.0,cnn
recall,0.3333333333333333,cnn
recall,0.2,cnn
recall,0.3333333333333333,cnn
recall,0.2,cnn
recall,0.25,cnn
recall,0.5,cnn
recall,0.125,cnn
recall,0.6666666666666666,cnn
recall,0.6,cnn
recall,0.6666666666666666,cnn
recall,0.2857142857142857,cnn
recall,0.36363636363636365,cnn
recall,0.3,cnn
recall,0.5,cnn
recall,0.2,cnn
recall,0.0,cnn
recall,0.0,cnn
recall,0.5,cnn
recall,0.5,cnn
recall,0.0,cnn
recall,0.2857142857142857,cnn
recall,0.5,cnn
recall,0.25,cnn
recall,0.3333333333333333,cnn
recall,0.16666666666666666,cnn
recall,0.0,cnn
recall,0.5,cnn
recall,0.42857142857142855,cnn
recall,0.42857142857142855,cnn
recall,0.2,cnn
recall,0.0,cnn
recall,0.1111111111111111,cnn
recall,0.0,cnn
recall,1.0,cnn
recall,0.0,cnn
recall,0.2,cnn
recall,0.16666666666666666,cnn
recall,0.2857142857142857,cnn
recall,0.4,cnn
recall,0.75,cnn
recall,0.14285714285714285,cnn
recall,0.3333333333333333,cnn
recall,0.3333333333333333,cnn
recall,0.2,cnn
recall,0.0,cnn
recall,0.0,cnn
recall,0.3333333333333333,cnn
recall,0.25,cnn
recall,0.6,cnn
recall,0.3333333333333333,cnn
recall,0.3333333333333333,cnn
recall,0.3333333333333333,cnn
recall,0.3333333333333333,cnn
recall,0.3333333333333333,cnn
recall,0.2727272727272727,cnn
recall,0.5,cnn
recall,0.4,cnn
recall,0.14285714285714285,cnn
recall,0.3333333333333333,cnn
recall,0.2,cnn
recall,0.2857142857142857,cnn
recall,0.375,cnn
recall,0.0,cnn
recall,0.5,cnn
recall,0.3333333333333333,cnn
recall,0.6666666666666666,cnn
recall,0.2222222222222222,cnn
recall,0.5,cnn
recall,0.2222222222222222,cnn
recall,0.2857142857142857,cnn
recall,0.14285714285714285,cnn
recall,0.2857142857142857,cnn
recall,0.14285714285714285,cnn
recall,0.2857142857142857,cnn
recall,0.0,cnn
recall,0.2,cnn
recall,0.0,cnn
recall,0.0,cnn
recall,0.5,cnn
recall,0.0,cnn
recall,0.0,cnn
recall,0.4,cnn
recall,0.25,cnn
recall,0.0,cnn
recall,0.2,cnn
recall,0.3333333333333333,cnn
recall,0.3,cnn
recall,0.3333333333333333,cnn
recall,0.0,cnn
recall,0.36363636363636365,cnn
recall,0.14285714285714285,cnn
recall,0.2,cnn
recall,0.4,cnn
recall,0.0,cnn
recall,0.6,cnn
recall,0.5,cnn
recall,0.4,cnn
recall,0.0,cnn
recall,0.2222222222222222,cnn
recall,0.2,cnn
recall,0.4,cnn
recall,0.3333333333333333,cnn
recall,0.3333333333333333,cnn
recall,0.42857142857142855,cnn
recall,0.0,cnn
recall,0.14285714285714285,cnn
recall,0.2,cnn
recall,0.125,cnn
recall,0.2,cnn
recall,0.5,cnn
recall,0.0,cnn
recall,0.2857142857142857,cnn
recall,0.3333333333333333,cnn
recall,0.0,cnn
recall,0.1111111111111111,cnn
recall,0.16666666666666666,cnn
recall,0.3333333333333333,cnn
recall,0.3333333333333333,cnn
recall,0.0,cnn
recall,0.16666666666666666,cnn
recall,0.3333333333333333,cnn
recall,0.0,cnn
recall,0.0,cnn
recall,0.4166666666666667,cnn
recall,0.3333333333333333,cnn
recall,0.3333333333333333,cnn
recall,0.16666666666666666,cnn
recall,0.14285714285714285,cnn
recall,0.25,cnn
recall,0.3333333333333333,cnn
recall,0.0,cnn
recall,0.0,cnn
recall,0.0,cnn
recall,0.125,cnn
recall,0.3333333333333333,cnn
recall,0.5,cnn
recall,0.5714285714285714,cnn
recall,0.3333333333333333,cnn
recall,0.6666666666666666,cnn
recall,0.5,cnn
recall,0.0,cnn
recall,0.25,cnn
recall,0.0,cnn
recall,0.3333333333333333,cnn
recall,0.5,cnn
recall,0.42857142857142855,cnn
recall,0.0,cnn
recall,0.0,cnn
recall,0.3333333333333333,cnn
recall,0.0,cnn
recall,0.0,cnn
recall,0.3333333333333333,cnn
recall,0.6,cnn
recall,0.0,cnn
recall,0.5,cnn
recall,0.0,cnn
recall,0.4444444444444444,cnn
recall,0.5,cnn
recall,0.0,cnn
recall,0.6666666666666666,cnn
recall,0.0,cnn
recall,0.3333333333333333,cnn
recall,0.3333333333333333,cnn
recall,0.0,cnn
recall,0.0,cnn
recall,0.18181818181818182,cnn
recall,0.6,cnn
recall,0.5,cnn
recall,0.375,cnn
recall,0.25,cnn
recall,0.0,cnn
recall,0.0,cnn
recall,0.0,cnn
recall,0.3333333333333333,cnn
recall,0.2857142857142857,cnn
recall,0.3333333333333333,cnn
recall,0.2,cnn
recall,0.25,cnn
recall,0.2,cnn
recall,0.0,cnn
recall,0.5,cnn
recall,0.3333333333333333,cnn
recall,0.16666666666666666,cnn
recall,0.2,cnn
recall,0.2857142857142857,cnn
recall,0.2,cnn
recall,0.4444444444444444,cnn
recall,0.5,cnn
recall,0.5,cnn
recall,0.3333333333333333,cnn
recall,0.2857142857142857,cnn
recall,0.0,cnn
recall,0.4,cnn
recall,0.25,cnn
recall,0.16666666666666666,cnn
recall,0.5,cnn
recall,0.4,cnn
recall,0.6,cnn
recall,0.3333333333333333,cnn
recall,0.3333333333333333,cnn
recall,0.2727272727272727,cnn
recall,0.0,cnn
recall,0.25,cnn
recall,0.125,cnn
recall,0.14285714285714285,cnn
recall,0.45454545454545453,cnn
recall,0.0,cnn
recall,0.0,cnn
recall,0.4,cnn
recall,0.5555555555555556,cnn
recall,0.0,cnn
recall,0.3333333333333333,cnn
recall,0.0,cnn
recall,0.25,cnn
recall,0.5,cnn
recall,0.5,cnn
recall,0.3333333333333333,cnn
recall,0.0,cnn
recall,0.125,cnn
recall,0.3,cnn
recall,0.125,cnn
recall,0.0,cnn
recall,0.45454545454545453,cnn
recall,0.16666666666666666,cnn
recall,0.0,cnn
recall,0.3333333333333333,cnn
recall,0.3333333333333333,cnn
recall,0.14285714285714285,cnn
recall,0.2857142857142857,cnn
recall,0.2857142857142857,cnn
recall,0.4,cnn
recall,0.3333333333333333,cnn
recall,0.2222222222222222,cnn
recall,0.16666666666666666,cnn
recall,0.0,cnn
recall,0.6,cnn
recall,0.0,cnn
recall,0.0,cnn
recall,0.5,cnn
recall,0.42857142857142855,cnn
recall,0.5714285714285714,cnn
recall,0.25,cnn
recall,0.0,cnn
recall,0.0,cnn
recall,0.25,cnn
recall,0.25,cnn
recall,0.25,cnn
recall,0.375,cnn
recall,0.625,cnn
recall,0.125,cnn
recall,0.5,cnn
recall,0.18181818181818182,cnn
recall,0.125,cnn
recall,0.0,cnn
recall,0.2,cnn
recall,0.16666666666666666,cnn
recall,0.5,cnn
recall,0.0,cnn
recall,0.5,cnn
recall,0.25,cnn
recall,0.3333333333333333,cnn
recall,0.0,cnn
recall,0.0,cnn
recall,0.0,cnn
recall,0.2,cnn
recall,0.25,cnn
recall,0.3333333333333333,cnn
recall,0.14285714285714285,cnn
recall,0.8333333333333334,cnn
recall,0.625,cnn
recall,0.25,cnn
recall,0.25,cnn
recall,0.4,cnn
recall,0.25,cnn
recall,0.5,cnn
recall,0.0,cnn
recall,0.3333333333333333,cnn
recall,0.16666666666666666,cnn
recall,0.16666666666666666,cnn
recall,0.0,cnn
recall,0.16666666666666666,cnn
recall,0.3333333333333333,cnn
recall,0.4,cnn
recall,0.5,cnn
recall,0.2,cnn
recall,0.0,cnn
recall,0.25,cnn
recall,0.3333333333333333,cnn
recall,0.4,cnn
recall,0.5,cnn
recall,0.3333333333333333,cnn
recall,0.2222222222222222,cnn
recall,0.125,cnn
recall,0.6666666666666666,cnn
recall,0.16666666666666666,cnn
recall,0.5714285714285714,cnn
recall,0.25,cnn
recall,0.2,cnn
recall,0.4,cnn
recall,0.4,cnn
recall,0.4444444444444444,cnn
recall,0.375,cnn
recall,0.14285714285714285,cnn
recall,0.2222222222222222,cnn
recall,0.75,cnn
recall,0.14285714285714285,cnn
recall,0.0,cnn
recall,0.2,cnn
recall,0.4,cnn
recall,0.5,cnn
recall,0.25,cnn
recall,0.3333333333333333,cnn
recall,0.16666666666666666,cnn
recall,0.42857142857142855,cnn
recall,0.4,cnn
recall,0.2,cnn
recall,0.3,cnn
recall,0.0,cnn
recall,0.16666666666666666,cnn
recall,0.0,cnn
recall,0.5,cnn
recall,0.14285714285714285,cnn
recall,0.3333333333333333,cnn
recall,0.0,cnn
recall,0.6,cnn
recall,0.0,cnn
recall,0.4,cnn
recall,0.6666666666666666,cnn
recall,0.0,cnn
recall,0.2,cnn
recall,0.2,cnn
recall,0.0,cnn
recall,0.0,cnn
recall,0.5,cnn
recall,0.3333333333333333,cnn
recall,0.2,cnn
recall,0.16666666666666666,cnn
recall,0.3333333333333333,cnn
recall,0.14285714285714285,cnn
recall,0.1111111111111111,cnn
recall,0.5,cnn
recall,0.0,cnn
recall,0.2,cnn
recall,0.42857142857142855,cnn
recall,0.75,cnn
recall,0.2,cnn
recall,0.4,cnn
recall,0.6,cnn
recall,0.5555555555555556,cnn
recall,0.3333333333333333,cnn
recall,0.5,cnn
recall,0.3333333333333333,cnn
recall,0.3333333333333333,cnn
recall,0.2,cnn
recall,0.5,cnn
recall,0.42857142857142855,cnn
recall,0.25,cnn
recall,0.25,cnn
recall,0.6,cnn
recall,0.2,cnn
recall,0.125,cnn
recall,0.4,cnn
recall,0.25,cnn
recall,1.0,cnn
recall,0.4,cnn
recall,0.42857142857142855,cnn
recall,1.0,cnn
recall,0.4,cnn
recall,0.125,cnn
recall,0.5,cnn
recall,0.5,cnn
recall,0.2857142857142857,cnn
recall,0.0,cnn
recall,0.25,cnn
recall,0.0,cnn
recall,0.3333333333333333,cnn
recall,0.0,cnn
recall,0.5,cnn
recall,0.0,cnn
recall,0.3333333333333333,cnn
recall,0.0,cnn
recall,0.0,cnn
recall,0.0,cnn
recall,0.0,cnn
recall,0.0,cnn
recall,0.2857142857142857,cnn
recall,0.6,cnn
recall,0.5,cnn
recall,0.3333333333333333,cnn
recall,0.25,cnn
recall,0.3333333333333333,cnn
recall,0.3333333333333333,cnn
recall,0.14285714285714285,cnn
recall,0.3333333333333333,cnn
recall,0.4,cnn
recall,0.2857142857142857,cnn
recall,0.5,cnn
recall,0.25,cnn
recall,0.4,cnn
recall,0.0,cnn
recall,0.3333333333333333,cnn
recall,0.2,cnn
recall,0.5,cnn
recall,0.0,cnn
recall,0.1,cnn
recall,0.0,cnn
recall,0.0,cnn
recall,0.3333333333333333,cnn
recall,0.25,cnn
recall,0.5,cnn
recall,0.125,cnn
recall,0.25,cnn
recall,0.5714285714285714,cnn
recall,0.14285714285714285,cnn
recall,0.5,cnn
recall,0.0,cnn
recall,0.0,cnn
recall,0.16666666666666666,cnn
recall,0.375,cnn
recall,0.3333333333333333,cnn
recall,0.5,cnn
recall,0.375,cnn
recall,0.375,cnn
recall,0.5,cnn
recall,0.0,cnn
recall,0.5,cnn
recall,0.2857142857142857,cnn
recall,0.2857142857142857,cnn
recall,0.42857142857142855,cnn
recall,0.5,cnn
recall,0.2727272727272727,cnn
recall,0.0,cnn
recall,0.3333333333333333,cnn
recall,0.4,cnn
recall,0.0,cnn
recall,0.16666666666666666,cnn
recall,0.0,cnn
recall,0.0,cnn
recall,0.8333333333333334,cnn
recall,0.5,cnn
recall,0.5,cnn
recall,0.4,cnn
recall,0.2,cnn
recall,0.16666666666666666,cnn
recall,0.3333333333333333,cnn
recall,0.14285714285714285,cnn
recall,0.16666666666666666,cnn
recall,0.3333333333333333,cnn
recall,0.14285714285714285,cnn
recall,0.16666666666666666,cnn
recall,0.2857142857142857,cnn
recall,0.0,cnn
recall,0.16666666666666666,cnn
recall,0.14285714285714285,cnn
recall,0.5714285714285714,cnn
recall,0.3333333333333333,cnn
recall,0.42857142857142855,cnn
recall,0.4,cnn
recall,0.2,cnn
recall,0.0,cnn
recall,0.0,cnn
recall,0.2222222222222222,cnn
recall,0.25,cnn
recall,0.375,cnn
recall,0.3333333333333333,cnn
recall,0.0,cnn
recall,0.16666666666666666,cnn
recall,0.2,cnn
recall,0.5,cnn
recall,0.2222222222222222,cnn
recall,0.0,cnn
recall,0.0,cnn
recall,0.4,cnn
recall,0.25,cnn
recall,0.2857142857142857,cnn
recall,0.42857142857142855,cnn
recall,0.2857142857142857,cnn
recall,0.1111111111111111,cnn
recall,0.125,cnn
recall,0.2857142857142857,cnn
recall,0.5,cnn
recall,0.5,cnn
recall,0.6666666666666666,cnn
recall,0.0,cnn
recall,0.0,cnn
recall,0.6666666666666666,cnn
recall,0.6,cnn
recall,0.0,cnn
recall,0.14285714285714285,cnn
recall,0.5,cnn
recall,0.125,cnn
recall,0.5,cnn
recall,0.25,cnn
recall,0.0,cnn
recall,0.6666666666666666,cnn
recall,0.6,cnn
recall,0.5,cnn
recall,0.46153846153846156,cnn
recall,0.16666666666666666,cnn
recall,0.2857142857142857,cnn
recall,0.3333333333333333,cnn
recall,0.25,cnn
recall,0.25,cnn
recall,0.3333333333333333,cnn
recall,0.375,cnn
recall,0.2,cnn
recall,0.4,cnn
recall,0.3333333333333333,cnn
recall,0.14285714285714285,cnn
recall,0.16666666666666666,cnn
recall,0.25,cnn
recall,0.3333333333333333,cnn
recall,0.75,cnn
recall,0.0,cnn
recall,0.6,cnn
recall,0.5,cnn
recall,0.6666666666666666,cnn
recall,0.3,cnn
recall,0.0,cnn
recall,0.2,cnn
recall,0.4,cnn
recall,0.25,cnn
recall,0.6666666666666666,cnn
recall,0.6,cnn
recall,0.0,cnn
recall,0.25,cnn
recall,0.6,cnn
recall,0.4,cnn
recall,0.2222222222222222,cnn
recall,0.4444444444444444,cnn
recall,0.4,cnn
recall,0.3333333333333333,cnn
recall,0.3333333333333333,cnn
recall,0.2,cnn
recall,0.4,cnn
recall,0.0,cnn
recall,0.18181818181818182,cnn
recall,0.16666666666666666,cnn
recall,0.25,cnn
recall,0.0,cnn
recall,0.14285714285714285,cnn
recall,0.36363636363636365,cnn
recall,0.0,cnn
recall,0.375,cnn
recall,0.5,cnn
recall,0.2857142857142857,cnn
recall,0.1111111111111111,cnn
recall,0.25,cnn
recall,0.14285714285714285,cnn
recall,0.0,cnn
recall,0.4,cnn
recall,0.16666666666666666,cnn
recall,0.5,cnn
recall,0.25,cnn
recall,0.25,cnn
recall,0.0,cnn
recall,0.3333333333333333,cnn
recall,0.25,cnn
recall,0.3333333333333333,cnn
recall,0.14285714285714285,cnn
recall,0.2,cnn
recall,0.0,cnn
recall,0.2,cnn
recall,0.375,cnn
recall,0.2857142857142857,cnn
recall,0.25,cnn
recall,0.4,cnn
recall,0.0,cnn
recall,0.3333333333333333,cnn
recall,0.2,cnn
recall,0.3333333333333333,cnn
recall,0.25,cnn
recall,0.16666666666666666,cnn
recall,0.16666666666666666,cnn
recall,0.2222222222222222,cnn
recall,0.2857142857142857,cnn
recall,0.0,cnn
recall,0.2222222222222222,cnn
recall,0.25,cnn
recall,0.25,cnn
recall,0.375,cnn
recall,0.75,cnn
recall,0.6666666666666666,cnn
recall,0.42857142857142855,cnn
recall,0.5,cnn
recall,0.5,cnn
recall,0.14285714285714285,cnn
recall,0.0,cnn
recall,0.0,cnn
recall,0.3333333333333333,cnn
recall,0.5,cnn
recall,0.3333333333333333,cnn
recall,0.5,cnn
recall,0.2857142857142857,cnn
recall,0.1111111111111111,cnn
recall,0.2,cnn
recall,0.4,cnn
recall,0.3333333333333333,cnn
recall,0.0,cnn
recall,0.5,cnn
recall,0.125,cnn
recall,0.5,cnn
recall,0.75,cnn
recall,0.2,cnn
recall,0.42857142857142855,cnn
recall,0.0,cnn
recall,0.3333333333333333,cnn
recall,0.0,cnn
recall,0.16666666666666666,cnn
recall,0.16666666666666666,cnn
recall,0.16666666666666666,cnn
recall,0.5714285714285714,cnn
recall,0.3,cnn
recall,0.4,cnn
recall,0.2,cnn
recall,0.1111111111111111,cnn
recall,0.6666666666666666,cnn
recall,0.25,cnn
recall,0.2,cnn
recall,0.3333333333333333,cnn
recall,0.3333333333333333,cnn
recall,0.6,cnn
recall,0.6666666666666666,cnn
recall,0.6666666666666666,cnn
recall,0.25,cnn
recall,0.5,cnn
recall,0.14285714285714285,cnn
recall,0.4166666666666667,cnn
recall,0.5,cnn
recall,0.16666666666666666,cnn
recall,0.2,cnn
recall,0.4,cnn
recall,0.0,cnn
recall,0.0,cnn
recall,0.14285714285714285,cnn
recall,0.2857142857142857,cnn
recall,0.125,cnn
recall,0.7142857142857143,cnn
recall,0.0,cnn
recall,0.4,cnn
recall,0.2857142857142857,cnn
recall,0.0,cnn
recall,0.8571428571428571,cnn
recall,0.0,cnn
recall,0.0,cnn
recall,0.3,cnn
recall,0.16666666666666666,cnn
recall,0.2,cnn
recall,0.2,cnn
recall,0.4,cnn
recall,0.1111111111111111,cnn
recall,0.75,cnn
recall,0.16666666666666666,cnn
recall,0.0,cnn
recall,0.4,cnn
recall,0.0,cnn
recall,0.0,cnn
recall,0.0,cnn
recall,0.2,cnn
recall,0.0,cnn
recall,0.0,cnn
recall,0.0,cnn
recall,0.2,cnn
recall,0.0,cnn
recall,0.3,cnn
recall,0.2,cnn
recall,0.2857142857142857,cnn
recall,0.25,cnn
recall,0.14285714285714285,cnn
recall,0.0,cnn
recall,0.5,cnn
recall,0.125,cnn
recall,0.25,cnn
recall,0.5,cnn
recall,0.5,cnn
recall,0.16666666666666666,cnn
recall,0.0,cnn
recall,0.3333333333333333,cnn
recall,0.0,cnn
recall,0.14285714285714285,cnn
recall,0.5,cnn
recall,0.0,cnn
recall,0.6666666666666666,cnn
recall,0.25,cnn
recall,0.2,cnn
recall,0.0,cnn
recall,0.6666666666666666,cnn
recall,0.2,cnn
recall,0.0,cnn
recall,0.0,cnn
recall,0.3333333333333333,cnn
recall,0.0,cnn
recall,0.5,cnn
recall,0.3333333333333333,cnn
recall,0.75,cnn
recall,0.375,cnn
recall,0.4,cnn
recall,0.0,cnn
recall,0.4,cnn
recall,0.6666666666666666,cnn
recall,0.0,cnn
recall,0.2857142857142857,cnn
recall,0.3333333333333333,cnn
recall,0.0,cnn
recall,0.0,cnn
recall,0.5,cnn
recall,0.14285714285714285,cnn
recall,0.4,cnn
recall,0.25,cnn
recall,0.0,cnn
recall,0.4,cnn
recall,0.25,cnn
recall,0.2727272727272727,cnn
recall,0.4,cnn
recall,0.14285714285714285,cnn
recall,0.0,cnn
recall,0.0,cnn
recall,0.14285714285714285,cnn
recall,0.3333333333333333,cnn
recall,0.0,cnn
recall,0.7142857142857143,cnn
recall,0.3333333333333333,cnn
recall,0.125,cnn
recall,0.625,cnn
recall,0.5,cnn
recall,0.25,cnn
recall,0.6666666666666666,cnn
recall,0.3333333333333333,cnn
recall,0.0,cnn
recall,0.0,cnn
recall,0.0,cnn
recall,0.25,cnn
recall,0.5,cnn
recall,0.6,cnn
recall,0.2857142857142857,cnn
recall,0.3333333333333333,cnn
recall,0.0,cnn
recall,0.5,cnn
recall,0.4,cnn
recall,0.16666666666666666,cnn
recall,0.0,cnn
recall,0.25,cnn
recall,0.16666666666666666,cnn
recall,0.4,cnn
recall,0.3333333333333333,cnn
recall,0.5,cnn
recall,0.5,cnn
recall,0.0,cnn
recall,0.75,cnn
recall,0.4,cnn
recall,0.3333333333333333,cnn
recall,0.4,cnn
recall,0.5,cnn
recall,0.5,cnn
recall,0.0,cnn
recall,0.5,cnn
recall,0.2,cnn
recall,0.6,cnn
recall,0.0,cnn
recall,0.42857142857142855,cnn
recall,0.3333333333333333,cnn
recall,0.16666666666666666,cnn
recall,0.25,cnn
recall,0.14285714285714285,cnn
recall,0.4,cnn
recall,0.6,cnn
recall,0.0,cnn
recall,0.14285714285714285,cnn
recall,0.375,cnn
recall,0.0,cnn
recall,0.0,cnn
recall,0.375,cnn
recall,0.2857142857142857,cnn
recall,0.0,cnn
recall,0.125,cnn
recall,0.4,cnn
recall,0.6,cnn
recall,0.2,cnn
recall,0.2222222222222222,cnn
recall,0.25,cnn
recall,0.0,cnn
recall,0.3333333333333333,cnn
recall,0.0,cnn
recall,0.0,cnn
recall,0.16666666666666666,cnn
recall,0.2,cnn
recall,0.4,cnn
recall,0.6,cnn
recall,0.25,cnn
recall,0.4,cnn
recall,0.3,cnn
recall,0.3333333333333333,cnn
recall,0.2222222222222222,cnn
recall,0.16666666666666666,cnn
recall,0.3333333333333333,cnn
recall,0.5,cnn
recall,0.0,cnn
recall,0.3333333333333333,cnn
recall,0.16666666666666666,cnn
recall,0.2,cnn
recall,0.5,cnn
recall,0.0,cnn
recall,0.3333333333333333,cnn
recall,0.0,cnn
recall,0.75,cnn
recall,0.5,cnn
recall,0.5,cnn
recall,0.0,cnn
recall,0.16666666666666666,cnn
recall,0.3333333333333333,cnn
recall,0.2857142857142857,cnn
recall,0.3333333333333333,cnn
recall,0.3333333333333333,cnn
recall,0.3333333333333333,cnn
recall,0.125,cnn
recall,0.2857142857142857,cnn
recall,0.5,cnn
recall,0.42857142857142855,cnn
recall,0.6,cnn
recall,0.4444444444444444,cnn
recall,0.2,cnn
recall,0.4,cnn
recall,0.2222222222222222,cnn
recall,0.125,cnn
recall,0.0,cnn
recall,0.3333333333333333,cnn
recall,0.0,cnn
recall,0.25,cnn
recall,0.42857142857142855,cnn
recall,0.5,cnn
recall,0.2,cnn
recall,0.3333333333333333,cnn
recall,0.25,cnn
recall,0.4,cnn
recall,0.16666666666666666,cnn
recall,1.0,cnn
recall,0.0,cnn
recall,0.5,cnn
recall,0.16666666666666666,cnn
recall,0.3333333333333333,cnn
recall,0.4,cnn
recall,0.25,cnn
recall,0.5,cnn
recall,0.46153846153846156,cnn
recall,0.125,cnn
recall,0.0,cnn
recall,0.375,cnn
recall,0.2,cnn
recall,0.2857142857142857,cnn
recall,0.25,cnn
recall,0.2857142857142857,cnn
recall,0.3333333333333333,cnn
f1_score,0.0,cnn
f1_score,0.35294117647058826,cnn
f1_score,0.1111111111111111,cnn
f1_score,0.3157894736842105,cnn
f1_score,0.10526315789473684,cnn
f1_score,0.2857142857142857,cnn
f1_score,0.09090909090909091,cnn
f1_score,0.2222222222222222,cnn
f1_score,0.0,cnn
f1_score,0.21052631578947367,cnn
f1_score,0.16666666666666666,cnn
f1_score,0.0,cnn
f1_score,0.17391304347826086,cnn
f1_score,0.09523809523809523,cnn
f1_score,0.15384615384615385,cnn
f1_score,0.11764705882352941,cnn
f1_score,0.23529411764705882,cnn
f1_score,0.25,cnn
f1_score,0.0,cnn
f1_score,0.34782608695652173,cnn
f1_score,0.1,cnn
f1_score,0.17391304347826086,cnn
f1_score,0.1111111111111111,cnn
f1_score,0.13333333333333333,cnn
f1_score,0.15384615384615385,cnn
f1_score,0.0,cnn
f1_score,0.14285714285714285,cnn
f1_score,0.08333333333333333,cnn
f1_score,0.08695652173913043,cnn
f1_score,0.08333333333333333,cnn
f1_score,0.25,cnn
f1_score,0.2,cnn
f1_score,0.07407407407407407,cnn
f1_score,0.3076923076923077,cnn
f1_score,0.13333333333333333,cnn
f1_score,0.0,cnn
f1_score,0.3333333333333333,cnn
f1_score,0.10526315789473684,cnn
f1_score,0.2727272727272727,cnn
f1_score,0.14285714285714285,cnn
f1_score,0.0,cnn
f1_score,0.2222222222222222,cnn
f1_score,0.19047619047619047,cnn
f1_score,0.0,cnn
f1_score,0.23529411764705882,cnn
f1_score,0.3333333333333333,cnn
f1_score,0.08695652173913043,cnn
f1_score,0.2857142857142857,cnn
f1_score,0.08333333333333333,cnn
f1_score,0.25,cnn
f1_score,0.25,cnn
f1_score,0.15384615384615385,cnn
f1_score,0.13333333333333333,cnn
f1_score,0.13333333333333333,cnn
f1_score,0.1,cnn
f1_score,0.18181818181818182,cnn
f1_score,0.0,cnn
f1_score,0.0,cnn
f1_score,0.16,cnn
f1_score,0.07692307692307693,cnn
f1_score,0.0,cnn
f1_score,0.14285714285714285,cnn
f1_score,0.0,cnn
f1_score,0.18181818181818182,cnn
f1_score,0.09523809523809523,cnn
f1_score,0.0,cnn
f1_score,0.125,cnn
f1_score,0.07407407407407407,cnn
f1_score,0.18181818181818182,cnn
f1_score,0.18181818181818182,cnn
f1_score,0.125,cnn
f1_score,0.0,cnn
f1_score,0.0,cnn
f1_score,0.08,cnn
f1_score,0.09523809523809523,cnn
f1_score,0.19047619047619047,cnn
f1_score,0.08695652173913043,cnn
f1_score,0.0,cnn
